prompt,label
"Context: In the meantime, Preetam discovers that his host in Madikeri, Col. Subbayya is Nandini's father, who is pretty much deaf, and Nandini's marriage is a just a week away. Dejected, Preetam throws Nandini's heart - shaped watch away. But Nandini calls him over the phone and taunts him to return.
Question: Why did Preetam throw away Nandini's watch and what did she do in return?
Answer: Because it wasn't her watch; she rejected him",0
"Context: In the meantime, the mainland area was being settled by incomers, the"" Five Great Clans"" : Tang, Hau, Pang, Liu, and Man. 900, the Hong Kong islands had become a lair for pirates preying on the shipping in the Pearl River Delta and causing a major headache for burgeoning Guangzhou ; small bands of pirates were still operating into the early years of the 20th century.
Question: What occurred simultaneously in 900AD?
Answer: The occupation of China by pirates and the settling of Hong Kong by the""Five Great Clans""",0
"Context: In the meantime, the mainland area was being settled by incomers, the"" Five Great Clans"" : Tang, Hau, Pang, Liu, and Man. 900, the Hong Kong islands had become a lair for pirates preying on the shipping in the Pearl River Delta and causing a major headache for burgeoning Guangzhou ; small bands of pirates were still operating into the early years of the 20th century.
Question: What occurred simultaneously in 900AD?
Answer: Pirates preying on the shipping",1
"Context: In the meantime, the mainland area was being settled by incomers, the"" Five Great Clans"" : Tang, Hau, Pang, Liu, and Man. 900, the Hong Kong islands had become a lair for pirates preying on the shipping in the Pearl River Delta and causing a major headache for burgeoning Guangzhou ; small bands of pirates were still operating into the early years of the 20th century.
Question: What occurred simultaneously in 900AD?
Answer: The British leaving land to the Chinese",0
"Context: In the meantime, the mainland area was being settled by incomers, the"" Five Great Clans"" : Tang, Hau, Pang, Liu, and Man. 900, the Hong Kong islands had become a lair for pirates preying on the shipping in the Pearl River Delta and causing a major headache for burgeoning Guangzhou ; small bands of pirates were still operating into the early years of the 20th century.
Question: What occurred simultaneously in 900AD?
Answer: The occupation of Hong Kong by pirates and the settling of mainland China by the""Five Great Clans""",1
"Context: In the meantime, the mainland area was being settled by incomers, the"" Five Great Clans"" : Tang, Hau, Pang, Liu, and Man. 900, the Hong Kong islands had become a lair for pirates preying on the shipping in the Pearl River Delta and causing a major headache for burgeoning Guangzhou ; small bands of pirates were still operating into the early years of the 20th century.
Question: What occurred simultaneously in 900AD?
Answer: Portuguese taking over the land",0
"Context: In the meantime, the mainland area was being settled by incomers, the"" Five Great Clans"" : Tang, Hau, Pang, Liu, and Man. 900, the Hong Kong islands had become a lair for pirates preying on the shipping in the Pearl River Delta and causing a major headache for burgeoning Guangzhou ; small bands of pirates were still operating into the early years of the 20th century.
Question: What occurred simultaneously in 900AD?
Answer: The land was being settled",1
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. So profound was his influence that eleven Chinese emperors made pilgrimages to the birthplace of the Great Teacher.
Question: Who's influence was so profound that eleven Chinese emperors made pilgrimages to his birthplace?
Answer: Twenty-six Chinese emperors have visited his birthplace",0
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. So profound was his influence that eleven Chinese emperors made pilgrimages to the birthplace of the Great Teacher.
Question: Who's influence was so profound that eleven Chinese emperors made pilgrimages to his birthplace?
Answer: The Great Teacher",0
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. So profound was his influence that eleven Chinese emperors made pilgrimages to the birthplace of the Great Teacher.
Question: Who's influence was so profound that eleven Chinese emperors made pilgrimages to his birthplace?
Answer: Confucius",1
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. So profound was his influence that eleven Chinese emperors made pilgrimages to the birthplace of the Great Teacher.
Question: Who's influence was so profound that eleven Chinese emperors made pilgrimages to his birthplace?
Answer: So profound was his influence that eleven Chinese emperors made pilgrimages to the birthplace of the Great Teacher, Confucius",1
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. So profound was his influence that eleven Chinese emperors made pilgrimages to the birthplace of the Great Teacher.
Question: Who's influence was so profound that eleven Chinese emperors made pilgrimages to his birthplace?
Answer: Kongfuzi (Kâung Fu-tzu)",1
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. in what is now Shandong Province in eastern China.
Question: In what year and providence was Confuius born?
Answer: 475 b.c",0
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. in what is now Shandong Province in eastern China.
Question: In what year and providence was Confuius born?
Answer: Shandong",1
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. in what is now Shandong Province in eastern China.
Question: In what year and providence was Confuius born?
Answer: 551 b.c. in the Shandong Province",1
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. in what is now Shandong Province in eastern China.
Question: In what year and providence was Confuius born?
Answer: 475 bc in Qufu",0
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. in what is now Shandong Province in eastern China.
Question: In what year and providence was Confuius born?
Answer: 551 bc in the Shandong Province",1
"Context: In the rest of the world, China's supreme sage, Kongfuzi ( K'ung Fu - tzu ), is better known by the romanized name"" Confucius."" He was born in 551 b.c. in what is now Shandong Province in eastern China.
Question: In what year and providence was Confuius born?
Answer: 1976",0
"Context: Islam won its place in Malaya not by conquest — as had been the case in North Africa and Europe — but by trade, dynastic alliances, and peaceful preaching. Bengali peddlers had already brought the faith to the east coast. In Melaka and throughout the peninsula, Islam thrived as a strong, male - dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self - reliance — all qualities ideally suited to the coastal trade.
Question: Who brought Islams to Melaka?
Answer: Bengali peddlers",1
"Context: Islam won its place in Malaya not by conquest — as had been the case in North Africa and Europe — but by trade, dynastic alliances, and peaceful preaching. Bengali peddlers had already brought the faith to the east coast. In Melaka and throughout the peninsula, Islam thrived as a strong, male - dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self - reliance — all qualities ideally suited to the coastal trade.
Question: Who brought Islams to Melaka?
Answer: Sri Maharajah",1
"Context: Islam won its place in Malaya not by conquest — as had been the case in North Africa and Europe — but by trade, dynastic alliances, and peaceful preaching. Bengali peddlers had already brought the faith to the east coast. In Melaka and throughout the peninsula, Islam thrived as a strong, male - dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self - reliance — all qualities ideally suited to the coastal trade.
Question: Who brought Islams to Melaka?
Answer: Chinese",0
"Context: It had been built to hit tanks, not people. It needed to be designed to explode in a different way, and even then had to be targeted with extreme precision.
Question: What kind of work did the Hellfire Warhead carried by The Predator need?
Answer: It had been built to hit people, not tanks",0
"Context: It had been built to hit tanks, not people. It needed to be designed to explode in a different way, and even then had to be targeted with extreme precision.
Question: What kind of work did the Hellfire Warhead carried by The Predator need?
Answer: Hellfire Warhead",0
"Context: It had been built to hit tanks, not people. It needed to be designed to explode in a different way, and even then had to be targeted with extreme precision.
Question: What kind of work did the Hellfire Warhead carried by The Predator need?
Answer: It had been built to hit tanks, not people",1
"Context: It had been built to hit tanks, not people. It needed to be designed to explode in a different way, and even then had to be targeted with extreme precision.
Question: What kind of work did the Hellfire Warhead carried by The Predator need?
Answer: It was designed to hit tanks not people, so it needed to be redesigned to explode in a different way",1
"Context: It had been built to hit tanks, not people. It needed to be designed to explode in a different way, and even then had to be targeted with extreme precision.
Question: What kind of work did the Hellfire Warhead carried by The Predator need?
Answer: E Predator need",0
"Context: It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen.
Question: How was the gun fragment found? ( By whom, where, in what condition? )
Answer: Found by someone in Brussels thus it was cool",0
"Context: It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen.
Question: How was the gun fragment found? ( By whom, where, in what condition? )
Answer: Was found by garrison in Fort Waelhem thus it was hot",1
"Context: It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen.
Question: How was the gun fragment found? ( By whom, where, in what condition? )
Answer: It was found buried in a garden beside the hospital by a patient",0
"Context: It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen.
Question: How was the gun fragment found? ( By whom, where, in what condition? )
Answer: It was found by a patient, possibly after the fall of Maubeuge, came from Fort Waelhem and was found still hot",1
"Context: It is known that two of these were brought northwards past Brussels after the fall of Maubeuge, and a fragment which was given to us was almost conclusive. It was brought to us one morning as an offering by a grateful patient, and it came from the neighbourhood of Fort Waelhem. It had been picked up where it fell still hot, and it was by far the finest fragment of shell I have ever seen.
Question: How was the gun fragment found? ( By whom, where, in what condition? )
Answer: E It had been picked up where it fell still hot by a grateful patient without a particle of rust upon it  had been picked up where it fell still hot in the neighborhood of Fort Waelheim  and it was by far the finest fragment of shell recovered",1
"Context: It was a boy of some six or seven years, and so covered with blood that it seemed it must be dead. But we stripped it and washed it in the brook, and found no wounds upon it except in the head, where it had been struck with a hatchet before its scalp had been stripped off. The cold water brought it back to life and it began to cry again, whereat Spiltdorph took off his coat and wrapped it tenderly about it.
Question: Cold water brought someone back to life. Who was dead?
Answer: A boy of six or seven",1
"Context: It was a boy of some six or seven years, and so covered with blood that it seemed it must be dead. But we stripped it and washed it in the brook, and found no wounds upon it except in the head, where it had been struck with a hatchet before its scalp had been stripped off. The cold water brought it back to life and it began to cry again, whereat Spiltdorph took off his coat and wrapped it tenderly about it.
Question: Cold water brought someone back to life. Who was dead?
Answer: A dog",0
"Context: It was huge and inefficient, and she should never have spent so many pesos on a toy, but Papa would not let her return it. He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring - time meals in the middle of winter.
Question: What did papa preserve?
Answer: Tomatoes, cucumbers, and strawberries",1
"Context: It was huge and inefficient, and she should never have spent so many pesos on a toy, but Papa would not let her return it. He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring - time meals in the middle of winter.
Question: What did papa preserve?
Answer: Baby tomatoes, cucumbers, and strawberries",1
"Context: It was huge and inefficient, and she should never have spent so many pesos on a toy, but Papa would not let her return it. He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring - time meals in the middle of winter.
Question: What did papa preserve?
Answer: Baby shoes",0
"Context: It was huge and inefficient, and she should never have spent so many pesos on a toy, but Papa would not let her return it. He used it to preserve baby tomatoes, cucumbers, and strawberries in translucent cubes that he stored in the pantry for spring - time meals in the middle of winter.
Question: What did papa preserve?
Answer: Spring-time meals in the middle of winter",0
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near.
Question: What had he just finished doing when he saw the tractor
Answer: Playing around the farm",0
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near.
Question: What had he just finished doing when he saw the tractor
Answer: Feeding the chickens and ducks",0
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near.
Question: What had he just finished doing when he saw the tractor
Answer: Talking to his father",0
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near.
Question: What had he just finished doing when he saw the tractor
Answer: Feeding the horses and cows",1
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor would n't hurt anything, so he did. Then, he pretended he was his father and pretended that he was driving the tractor.
Question: Who pretended to be driving the tractor?
Answer: Joe's mother",0
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor would n't hurt anything, so he did. Then, he pretended he was his father and pretended that he was driving the tractor.
Question: Who pretended to be driving the tractor?
Answer: Joe",1
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor would n't hurt anything, so he did. Then, he pretended he was his father and pretended that he was driving the tractor.
Question: Who pretended to be driving the tractor?
Answer: Joe's father",0
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor would n't hurt anything, so he did. Then, he pretended he was his father and pretended that he was driving the tractor.
Question: Who pretended to be driving the tractor?
Answer: Joe's friend",0
"Context: Joe went out to the field and was feeding the horses and cows. When he was done, he saw the tractor his father told him not to get near. He knew that climbing on the tractor would n't hurt anything, so he did. Then, he pretended he was his father and pretended that he was driving the tractor.
Question: Who pretended to be driving the tractor?
Answer: Settlers",0
"Context: Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe went out to the field and was feeding the horses and cows.
Question: Which animals was Joe not feeding
Answer: Chickens and ducks",1
"Context: Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe went out to the field and was feeding the horses and cows.
Question: Which animals was Joe not feeding
Answer: He fed them all",0
"Context: Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe went out to the field and was feeding the horses and cows.
Question: Which animals was Joe not feeding
Answer: Cows, chickens and ducks",0
"Context: Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks. Joe went out to the field and was feeding the horses and cows.
Question: Which animals was Joe not feeding
Answer: Horses and cows",0
"Context: Josie worked in her garden, digging the soil. She added a special growing mix from the garden store to make the soil better.
Question: What improved the soil in the garden?
Answer: Digging it up and adding a special mix improved the soil",1
"Context: Josie worked in her garden, digging the soil. She added a special growing mix from the garden store to make the soil better.
Question: What improved the soil in the garden?
Answer: Sun",0
"Context: Josie worked in her garden, digging the soil. She added a special growing mix from the garden store to make the soil better.
Question: What improved the soil in the garden?
Answer: Digging the soil",0
"Context: Josie worked in her garden, digging the soil. She added a special growing mix from the garden store to make the soil better.
Question: What improved the soil in the garden?
Answer: Rain",0
"Context: Josie worked in her garden, digging the soil. She added a special growing mix from the garden store to make the soil better.
Question: What improved the soil in the garden?
Answer: Special growing mix",1
"Context: Josie worked in her garden, digging the soil. She added a special growing mix from the garden store to make the soil better.
Question: What improved the soil in the garden?
Answer: Garden mix",1
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: Khallad",1
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: Omar Abdel Rahman",0
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: The Blind Sheikh",0
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: Khallad's",1
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: Nawaf al Hazmi",0
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: Nashiri's cousin",0
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: Khalid al Mihdhar",0
"Context: Khallad was another veteran mujahid, like much of his family. His father had been expelled from Yemen because of his extremist views.
Question: Whose father was expelled from Yemen for having extremist views?
Answer: Ladin's",0
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: Yorke Prize",0
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: Brandeis Medal",0
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: University of North Mississippi School of Law's 2003 Public Service Award",0
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: University of Mississippi School of Law's 2010 Public Service Award",0
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: Helmuth-James-von-Moltke-Preis",0
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: The University of Mississippi School of Law's 2002 Public Service Award",1
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: University of Mississippi School of Law's 2005 Public Service Award",0
"Context: Kilgore - who oversees delivering legal services to the disabled and elderly in 39 north Mississippi counties - is recipient of the University of Mississippi School of Law's 2002 Public Service Award. The award was announced recently at a dinne r, held in Kilgore's honor and hosted by law school Dean Samuel M. Davis, who presented her with an engraved plaque.
Question: What award was announced at a dinner held in Kilgore's honor?
Answer: Nobel Peace Prize",0
"Context: Kristin Booth Glen, the law school's dean, took one look at Rooney and knew he was the right person to head the innovative Community Legal Resources Network. '' Fred's so low - key, he's Midwestern in effect,'' says Glen, a former New York Supreme Court judge. '' He captivates people, he inspires loyalty.''
Question: Who said Fred Rooney inspires loyalty?
Answer: Kristin Booth Glen",1
"Context: Kristin Booth Glen, the law school's dean, took one look at Rooney and knew he was the right person to head the innovative Community Legal Resources Network. '' Fred's so low - key, he's Midwestern in effect,'' says Glen, a former New York Supreme Court judge. '' He captivates people, he inspires loyalty.''
Question: Who said Fred Rooney inspires loyalty?
Answer: The Alumni of the colleges",0
"Context: Kristin Booth Glen, the law school's dean, took one look at Rooney and knew he was the right person to head the innovative Community Legal Resources Network. '' Fred's so low - key, he's Midwestern in effect,'' says Glen, a former New York Supreme Court judge. '' He captivates people, he inspires loyalty.''
Question: Who said Fred Rooney inspires loyalty?
Answer: Kristin Glenn",1
"Context: Kristin Booth Glen, the law school's dean, took one look at Rooney and knew he was the right person to head the innovative Community Legal Resources Network. '' Fred's so low - key, he's Midwestern in effect,'' says Glen, a former New York Supreme Court judge. '' He captivates people, he inspires loyalty.''
Question: Who said Fred Rooney inspires loyalty?
Answer: Fred Rooney",0
"Context: Mahender then marries Sudha and is quite happy, but the sudden return of Maya causes tensions in their married life. Incidentally, he had been engaged to Sudha for 5 years but always made some excuse to delay their wedding. However, this time his grandfather has fixed the wedding on the first week of the following month.
Question: Who set the wedding date with the woman Mahender marries?
Answer: Maya",0
"Context: Mahender then marries Sudha and is quite happy, but the sudden return of Maya causes tensions in their married life. Incidentally, he had been engaged to Sudha for 5 years but always made some excuse to delay their wedding. However, this time his grandfather has fixed the wedding on the first week of the following month.
Question: Who set the wedding date with the woman Mahender marries?
Answer: His grandfather",1
"Context: Mahender then marries Sudha and is quite happy, but the sudden return of Maya causes tensions in their married life. Incidentally, he had been engaged to Sudha for 5 years but always made some excuse to delay their wedding. However, this time his grandfather has fixed the wedding on the first week of the following month.
Question: Who set the wedding date with the woman Mahender marries?
Answer: Mahender's grandfather",1
"Context: Many Americans have wondered,"" Why do' they' hate us?"" Some also ask,"" What can we do to stop these attacks?"" Bin Laden and al Qaeda have given answers to both these questions.
Question: Who has given answers to the questions posed by the Americans?
Answer: Sayyid Qutb",0
"Context: Many Americans have wondered,"" Why do' they' hate us?"" Some also ask,"" What can we do to stop these attacks?"" Bin Laden and al Qaeda have given answers to both these questions.
Question: Who has given answers to the questions posed by the Americans?
Answer: Bin Laden and al Qaeda",1
"Context: Many Americans have wondered,"" Why do' they' hate us?"" Some also ask,"" What can we do to stop these attacks?"" Bin Laden and al Qaeda have given answers to both these questions.
Question: Who has given answers to the questions posed by the Americans?
Answer: Al Queda",0
"Context: Many Americans have wondered,"" Why do' they' hate us?"" Some also ask,"" What can we do to stop these attacks?"" Bin Laden and al Qaeda have given answers to both these questions.
Question: Who has given answers to the questions posed by the Americans?
Answer: Jahiliyya",0
"Context: Many Americans have wondered,"" Why do' they' hate us?"" Some also ask,"" What can we do to stop these attacks?"" Bin Laden and al Qaeda have given answers to both these questions.
Question: Who has given answers to the questions posed by the Americans?
Answer: Al Qaeda",1
"Context: Many Americans have wondered,"" Why do' they' hate us?"" Some also ask,"" What can we do to stop these attacks?"" Bin Laden and al Qaeda have given answers to both these questions.
Question: Who has given answers to the questions posed by the Americans?
Answer: The Egyptian writer",0
"Context: Many Americans have wondered,"" Why do' they' hate us?"" Some also ask,"" What can we do to stop these attacks?"" Bin Laden and al Qaeda have given answers to both these questions.
Question: Who has given answers to the questions posed by the Americans?
Answer: Bin Laden",1
"Context: Meanwhile, the film cuts to Judith Grey, who has a nightmare about the events that happened in the previous film a year before. Ever since the events that took place a year before, Judith has been watching the Toyland Warehouse, believing that the toys are still alive.
Question: Who experienced nightmares for a year and believes the toys are still alive?
Answer: Judith",1
"Context: Meanwhile, the film cuts to Judith Grey, who has a nightmare about the events that happened in the previous film a year before. Ever since the events that took place a year before, Judith has been watching the Toyland Warehouse, believing that the toys are still alive.
Question: Who experienced nightmares for a year and believes the toys are still alive?
Answer: GI Joe",0
"Context: Meanwhile, the film cuts to Judith Grey, who has a nightmare about the events that happened in the previous film a year before. Ever since the events that took place a year before, Judith has been watching the Toyland Warehouse, believing that the toys are still alive.
Question: Who experienced nightmares for a year and believes the toys are still alive?
Answer: the bum",0
"Context: Meanwhile, the film cuts to Judith Grey, who has a nightmare about the events that happened in the previous film a year before. Ever since the events that took place a year before, Judith has been watching the Toyland Warehouse, believing that the toys are still alive.
Question: Who experienced nightmares for a year and believes the toys are still alive?
Answer: Ray Vernon",0
"Context: Members should serve indefinitely on the intelligence committees, without set terms, thereby letting them accumulate expertise. The committees should be smaller - perhaps seven or nine members in each house - so that each member feels a greater sense of responsibility, and accountability, for the quality of the committee's work.
Question: What is the recommendation for the term and size of the commitee?
Answer: The members should be able to serve indefinitely and the committees should be smaller, between seven and nine members",1
"Context: Members should serve indefinitely on the intelligence committees, without set terms, thereby letting them accumulate expertise. The committees should be smaller - perhaps seven or nine members in each house - so that each member feels a greater sense of responsibility, and accountability, for the quality of the committee's work.
Question: What is the recommendation for the term and size of the commitee?
Answer: 7-9 members to serve a four year term",0
"Context: Members should serve indefinitely on the intelligence committees, without set terms, thereby letting them accumulate expertise. The committees should be smaller - perhaps seven or nine members in each house - so that each member feels a greater sense of responsibility, and accountability, for the quality of the committee's work.
Question: What is the recommendation for the term and size of the commitee?
Answer: 4 members to serve indefinitely",0
"Context: Members should serve indefinitely on the intelligence committees, without set terms, thereby letting them accumulate expertise. The committees should be smaller - perhaps seven or nine members in each house - so that each member feels a greater sense of responsibility, and accountability, for the quality of the committee's work.
Question: What is the recommendation for the term and size of the commitee?
Answer: 7-9 members in each house to serve indefinitely",1
"Context: Members should serve indefinitely on the intelligence committees, without set terms, thereby letting them accumulate expertise. The committees should be smaller - perhaps seven or nine members in each house - so that each member feels a greater sense of responsibility, and accountability, for the quality of the committee's work.
Question: What is the recommendation for the term and size of the commitee?
Answer: Max 24 members with fixed 2 year contracts",0
"Context: Members should serve indefinitely on the intelligence committees, without set terms, thereby letting them accumulate expertise. The committees should be smaller - perhaps seven or nine members in each house - so that each member feels a greater sense of responsibility, and accountability, for the quality of the committee's work.
Question: What is the recommendation for the term and size of the commitee?
Answer: 4 members to serve a four year term",0
"Context: Mohamed Atta was born on September 1, 1968, in Kafr el Sheikh, Egypt, to a middle - class family headed by his father, an attorney. In the fall of 1991, he asked a German family he had met in Cairo to help him continue his education in Germany.
Question: Who asked a German family to help him continue his education in 1991?
Answer: Mohamed Atta",1
"Context: Mohamed Atta was born on September 1, 1968, in Kafr el Sheikh, Egypt, to a middle - class family headed by his father, an attorney. In the fall of 1991, he asked a German family he had met in Cairo to help him continue his education in Germany.
Question: Who asked a German family to help him continue his education in 1991?
Answer: Marwan al Shehhi",0
"Context: Mohamed Atta was born on September 1, 1968, in Kafr el Sheikh, Egypt, to a middle - class family headed by his father, an attorney. In the fall of 1991, he asked a German family he had met in Cairo to help him continue his education in Germany.
Question: Who asked a German family to help him continue his education in 1991?
Answer: Atta",1
"Context: Mohamed Atta was born on September 1, 1968, in Kafr el Sheikh, Egypt, to a middle - class family headed by his father, an attorney. In the fall of 1991, he asked a German family he had met in Cairo to help him continue his education in Germany.
Question: Who asked a German family to help him continue his education in 1991?
Answer: Ziad Jarrah",0
"Context: Mohamed Atta was born on September 1, 1968, in Kafr el Sheikh, Egypt, to a middle - class family headed by his father, an attorney. In the fall of 1991, he asked a German family he had met in Cairo to help him continue his education in Germany.
Question: Who asked a German family to help him continue his education in 1991?
Answer: Ramzi Binalshibh",0
"Context: Nazar Ahari joins a steadily increasing number of other women's rights activists who are in prison for no greater crime than their attempt to fight for the rights of the women. Hengameh Shahidi, Alieh Eghdam Doust, Bahareh Hedayat and Mahdiyeh Golrou have all been sent to Tehran's notorious Evin Prison on trumped - up charges related to their activism.
Question: Who has been sent to Tehran's notorious Evin Prison?
Answer: Mahmoud Ahmadinejad",0
"Context: Nazar Ahari joins a steadily increasing number of other women's rights activists who are in prison for no greater crime than their attempt to fight for the rights of the women. Hengameh Shahidi, Alieh Eghdam Doust, Bahareh Hedayat and Mahdiyeh Golrou have all been sent to Tehran's notorious Evin Prison on trumped - up charges related to their activism.
Question: Who has been sent to Tehran's notorious Evin Prison?
Answer: Hengameh Shahidi",1
